ID,Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Cell_Type,No_of_Cells (cells/well),Human_Animal,Cell_Source,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Time (hr),Concentration (ug/ml),Test,Test_Indicator,Size,Zeta,Target
1211,Polystyrene,O,Sphere,NH2,Commercial,Positive,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,50.0,MTT,TetrazoliumSalt,100.0,63.8,0
1408,Chitosan,O,Sphere,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,72,125.0,MTT,TetrazoliumSalt,164.0,63.2,1
2086,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,35.0,MTT,TetrazoliumSalt,100.0,-8.23,0
1839,SiO2,I,Sphere,,Commercial,Negative,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,24,100.0,Live/Dead,PropidiumIodide,10.0,-27.0,0
1440,Ag,I,Sphere,,Chemical Reduction,Negative,RAW264.7,10000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,72,3.0,MTT,TetrazoliumSalt,43.9,-16.2,1
196,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,50.0,NRU,NeutralRed,10.0,-31.8,1
340,SiO2,I,Sphere,Chitosan,Hydrolysis,Positive,HepG2,5000.0,H,Human,Liver,Epithelial,Adult,L,48,200.0,AlamarBlue,AlamarBlue,578.27,8.0,1
898,SiO2,I,Sphere,,Soft Templating Method,Negative,MCF-7,10000.0,H,Human,Breast,Epithelial,Adult,L,96,200.0,MTT,TetrazoliumSalt,120.0,-5.21,0
2122,ZnO,I,Sphere,,Commercial,Negative,Macrophages,400000.0,A,Mouse,Peritoneal Cavity,Macrophage,Adult,P,24,5.0,MTT,TetrazoliumSalt,50.0,-11.5,0
1648,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,48,200.0,NRU,NeutralRed,29.57,-33.33,0
8,SWCNT,C,Nanotube,,Commercial,Negative,NR8383,500000.0,A,Rat,Lung,Macrophage,Adult,L,24,6.0,AlamarBlue,AlamarBlue,601.7,-13.005,0
1818,ZnO,I,Sphere,,Commercial,Negative,HEK,10000.0,H,Human,Skin,Keratinocyte,Adult,P,24,4.0,MTT,TetrazoliumSalt,245.0,-15.8,1
984,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,50.0,MTT,TetrazoliumSalt,10.0,-31.8,1
826,Ag,I,Sphere,Citrate-Lactose,Chemical Reduction,Negative,A549,3000.0,H,Human,Lung,Epithelial,Adult,L,72,12.5,MTS,TetrazoliumSalt,50.0,-31.0,1
1111,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,200.0,MTT,TetrazoliumSalt,199.89,-36.3,0
1370,SiO2,I,Sphere,CTAB,Precipitation,Negative,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,250.0,MTT,TetrazoliumSalt,386.9,-35.9,1
1556,Au,I,Star,,Chemical Reduction,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,0.2,MTS,TetrazoliumSalt,33.69,-24.52,1
153,Au,I,Sphere,GSH,Chemical Reduction,Negative,L929,5000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,L,24,1.0,MTT,TetrazoliumSalt,43.17,-58.0,1
1289,Ag,I,Sphere,,Commercial,Negative,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,65.0,-30.0,0
1306,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,20.0,NRU,NeutralRed,100.0,-8.23,0
2233,ZnO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,12,0.001,MTT,TetrazoliumSalt,45.3,32.7,1
192,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,500.0,MTT,TetrazoliumSalt,59.72,-38.1,0
1755,Ag,I,Sphere,Citrate-Oligonucleotide,Chemical Reduction,Negative,HDF,3000.0,H,Human,Skin,Fibroblast,Adult,L,72,25.0,MTS,TetrazoliumSalt,50.0,-30.0,0
2125,PTFE-PMMA,O,Irregular,,Free Radical Polymerization,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,100.0,AlamarBlue,AlamarBlue,744.7,-2.2,1
583,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,48,750.0,MTT,TetrazoliumSalt,458.9,72.1,1
1067,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,72,400.0,AlamarBlue,AlamarBlue,29.57,-33.33,0
447,Ag,I,Sphere,Liposome,Chemical Reduction,Negative,THP-1,10000.0,H,Human,Blood,Monocyte,Adult,L,48,1.25,AlamarBlue,AlamarBlue,82.73,-31.9,0
669,EudragitRL,O,Sphere,,Emulsion-Solvent Evaporation ,Positive,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,200.0,WST-1,TetrazoliumSalt,142.0,56.0,0
1178,SWCNT,C,Nanotube,,Commercial,Positive,mDF,10000.0,A,Mouse,Skin,Fibroblast,Adult,P,6,1.0,MTT,TetrazoliumSalt,9.0,12.9,1
255,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,48,250.0,MTT,TetrazoliumSalt,475.2,71.3,1
1707,C60,C,Sphere,,Commercial,Negative,mDF,10000.0,A,Mouse,Skin,Fibroblast,Adult,P,6,0.1,MTT,TetrazoliumSalt,34.64,-37.4,1
2507,PLGA,O,Sphere,,Emulsion-Solvent Evaporation ,Negative,MDBK,10000.0,A,Cow,Kidney,Epithelial,Adult,L,24,2500.0,MTS,TetrazoliumSalt,120.0,-11.0,1
713,C60,C,Sphere,,Emulsion-Solvent Evaporation ,Negative,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,7.2,MTT,TetrazoliumSalt,125.0,-25.3,1
1412,NiO,I,Sphere,,Commercial,Positive,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,25.0,MTS,TetrazoliumSalt,21.6,25.3,0
1265,ZrO2,I,Sphere,,Ball Mill-Aided Precipitation,Positive,NIH3T3,10000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,48,100.0,MTT,TetrazoliumSalt,39.0,11.8,0
2282,Polystyrene,O,Sphere,COOH,Commercial,Negative,NIH3T3,5000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,48,50.0,CCK-8,TetrazoliumSalt,100.0,-34.0,0
435,Au,I,Star,,Chemical Reduction,Negative,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,24,0.2,MTS,TetrazoliumSalt,33.69,-24.52,1
641,Cu,I,Sphere,AscorbicAcid,Chemical Reduction,Negative,HGF,10000.0,H,Human,Gingiva,Fibroblast,Adult,P,24,250.0,MTT,TetrazoliumSalt,250.0,-24.7,0
1652,Au,I,Sphere,GSH,Chemical Reduction,Negative,L929,5000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,L,24,5.0,MTT,TetrazoliumSalt,43.17,-58.0,1
489,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,35.0,NRU,NeutralRed,100.0,-8.23,0
744,IronOxide,I,Sphere,Silica-FA,Solvothermal Process,Negative,SKOV-3,100000.0,H,Human,Ovary,Epithelial,Adult,L,48,1.0,MTT,TetrazoliumSalt,274.1,-27.7,1
736,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,75.0,NRU,NeutralRed,10.9,-45.4,1
1229,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,10.0,NRU,NeutralRed,100.0,-8.23,1
1600,Au,I,Sphere,GSH,Chemical Reduction,Negative,L929,5000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,L,24,25.0,MTT,TetrazoliumSalt,43.17,-58.0,1
2365,Ag,I,Sphere,Citrate-Oligonucleotide,Chemical Reduction,Negative,A549,3000.0,H,Human,Lung,Epithelial,Adult,L,72,100.0,MTS,TetrazoliumSalt,50.0,-30.0,0
1879,Polystyrene,O,Sphere,NH2,Commercial,Positive,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,24,50.0,CCK-8,TetrazoliumSalt,100.0,45.8,0
1657,Au,I,Sphere,,Commercial,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,4.0,MTS,TetrazoliumSalt,61.46,-32.66,0
2252,Dendrimer,O,Sphere,SC,Commercial,Negative,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,72,10.0,MTT,TetrazoliumSalt,4.5,-23.98,1
10,SiO2,I,Sphere,,Sol-Gel Method,Negative,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,100.0,MTT,TetrazoliumSalt,100.33,-31.7,0
1966,SiO2,I,Sphere,,Hydrolysis,Negative,HepG2,5000.0,H,Human,Liver,Epithelial,Adult,L,24,500.0,AlamarBlue,AlamarBlue,289.76,-28.0,1
2437,SiO2,I,Sphere,,Sol-Gel Method,Negative,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,500.0,MTT,TetrazoliumSalt,59.72,-38.1,0
839,SiO2,I,Sphere,SodiumAlginate,Hydrolysis,Negative,Caco-2,5000.0,H,Human,Colon,Epithelial,Adult,L,48,50.0,AlamarBlue,AlamarBlue,345.2,-13.0,1
2235,TiO2,I,Sphere,,Ball Mill-Aided Precipitation,Negative,NIH3T3,10000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,48,100.0,MTT,TetrazoliumSalt,50.0,-22.0,0
1571,ZrO2,I,Sphere,,Green Synthesis,Negative,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,24,200.0,MTT,TetrazoliumSalt,10.0,-45.5,0
72,SiO2,I,Sphere,NH2,Precipitation,Positive,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,12,15.6,MTT,TetrazoliumSalt,437.0,21.7,1
2283,ZnO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,12,20.0,MTT,TetrazoliumSalt,45.3,32.7,0
1528,ZnO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,24,100.0,MTT,TetrazoliumSalt,45.3,32.7,0
544,MWCNT,C,Nanotube,,Commercial,Negative,NR8383,500000.0,A,Rat,Lung,Macrophage,Adult,L,24,12.5,MTT,TetrazoliumSalt,217.2,-13.005,0
540,Polystyrene,O,Sphere,,Commercial,Negative,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,25.0,MTT,TetrazoliumSalt,100.0,-51.1,1
1199,PTFE-PMMA,O,Irregular,,Free Radical Polymerization,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,400.0,AlamarBlue,AlamarBlue,544.5,-8.6,0
1590,IronOxide,I,Sphere,Silica-FA,Solvothermal Process,Negative,SKOV-3,100000.0,H,Human,Ovary,Epithelial,Adult,L,24,10.0,LDH,LDHrelease,274.1,-27.7,0
1583,MgO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,24,20.0,MTT,TetrazoliumSalt,39.2,11.6,0
2412,CuO,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,24,5.0,MTT,TetrazoliumSalt,55.8,-32.8,1
2099,C70,C,Sphere,Dextran,Commercial,Negative,L929,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,L,24,80.0,NRU,NeutralRed,15.0,-20.7,0
222,Polystyrene,O,Sphere,COOH,Commercial,Negative,NIH3T3,5000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,48,50.0,CCK-8,TetrazoliumSalt,500.0,-38.5,0
1476,SLN,O,Sphere,,Emulsion-Solvent Evaporation ,Negative,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,24,4674.1,NRU,TetrazoliumSalt,98.4,-14.6,0
769,SWCNT,C,Nanotube,,Commercial,Negative,NR8383,500000.0,A,Rat,Lung,Macrophage,Adult,L,4,12.5,MTT,TetrazoliumSalt,601.7,-13.005,0
2380,Au,I,Star,,Chemical Reduction,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,40.0,MTS,TetrazoliumSalt,33.69,-24.52,1
1730,SiO2,I,Sphere,NH2,Precipitation,Positive,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,62.5,MTT,TetrazoliumSalt,437.0,21.7,1
78,CuO,I,Sphere,,Precipitation,Negative,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,5.0,MTT,TetrazoliumSalt,22.83,-20.36,0
1296,IronOxide,I,Sphere,Dextran,Co-precipitation,Negative,Monocytes,150000.0,H,Human,Blood,Monocyte,Adult,P,48,100.0,CCK-8,TetrazoliumSalt,7.5,-11.0,1
172,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,10.0,-31.8,1
1941,ZnO,I,Sphere,,Commercial,Negative,Macrophages,400000.0,A,Mouse,Peritoneal Cavity,Macrophage,Adult,P,24,1.0,MTT,TetrazoliumSalt,50.0,-11.5,1
942,SiO2,I,Sphere,,Commercial,Negative,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,24,100.0,Live/Dead,CalceinAM,10.0,-27.0,0
1182,SLN,O,Sphere,,Emulsion-Solvent Evaporation ,Negative,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,24,4674.1,MTT,TetrazoliumSalt,98.4,-14.6,0
1310,Ag,I,Sphere,,Chemical Reduction,Negative,KEC,20000.0,H,Human,Skin,Epithelial,Adult,P,24,2.7,MTS,TetrazoliumSalt,17.0,-23.1,0
1747,MgO,I,Rod,,Sol-Gel Method,Negative,3T3-L1,100000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,1000.0,MTT,TetrazoliumSalt,12.0,-9.83,0
786,CuO,I,Sphere,,Commercial,Negative,hMSC,4500.0,H,Human,BoneMarrow,Spindle,Adult,P,48,5.62,NRU,NeutralRed,30.09,-20.0,0
877,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,24,250.0,MTT,TetrazoliumSalt,475.2,71.3,1
1778,C60,C,Sphere,Dextran,Commercial,Negative,C6,10000.0,A,Rat,Brain,Fibroblast,Adult,L,24,80.0,MTT,TetrazoliumSalt,30.29,-10.1,0
520,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,24,150.0,MTT,TetrazoliumSalt,29.57,-33.33,0
1331,Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,24,400.0,CellTiterGlo,LuciferaseEnzyme,4.0,-8.0,0
1321,Au,I,Star,,Chemical Reduction,Negative,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,40.0,MTS,TetrazoliumSalt,33.69,-24.52,1
954,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,48,250.0,MTT,TetrazoliumSalt,684.8,74.4,1
2012,Au,I,Sphere,Citrate,Commercial,Negative,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,0.028,WST-1,TetrazoliumSalt,13.0,-60.7,0
632,Ag,I,Irregular,PVP,Commercial,Negative,NR8383,12000.0,A,Rat,Lung,Macrophage,Adult,L,24,2.1,WST-1,TetrazoliumSalt,20.0,-17.1,1
1472,Diamond,C,Sphere,,Explosion,Negative,C3A,30000.0,H,Human,Liver,Epithelial,Adult,L,2,100.0,MTT,TetrazoliumSalt,4.0,-35.6,1
492,Polystyrene,O,Sphere,,Commercial,Negative,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,100.0,-51.1,1
794,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,500.0,MTT,TetrazoliumSalt,100.33,-31.7,0
1250,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,72,500.0,MTT,TetrazoliumSalt,475.2,71.3,1
1646,C70,C,Sphere,Dextran,Commercial,Negative,L929,10000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,L,24,20.0,MTT,TetrazoliumSalt,15.0,-20.7,1
804,TiO2,I,Irregular,,Commercial,Negative,A431,10000.0,H,Human,Skin,Epithelial,Adult,L,6,80.0,NRU,NeutralRed,50.0,-17.6,1
1157,PLGA,O,Sphere,,Emulsion-Solvent Evaporation ,Negative,MDBK,10000.0,A,Cow,Kidney,Epithelial,Adult,L,24,625.0,MTS,TetrazoliumSalt,120.0,-11.0,1
1596,MWCNT,C,Nanotube,,Commercial,Negative,NR8383,500000.0,A,Rat,Lung,Macrophage,Adult,L,24,6.0,MTT,TetrazoliumSalt,217.2,-13.005,0
1582,Polystyrene,O,Sphere,COOH,Commercial,Negative,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,24,50.0,CCK-8,TetrazoliumSalt,50.0,-9.0,1
227,IronOxide,I,Sphere,PEG-FA,Solvothermal Process,Negative,SKOV-3,100000.0,H,Human,Ovary,Epithelial,Adult,L,24,5.0,MTT,TetrazoliumSalt,326.5,-23.5,1
1783,SiO2,I,Sphere,,Hydrolysis,Negative,Caco-2,5000.0,H,Human,Colon,Epithelial,Adult,L,48,200.0,AlamarBlue,AlamarBlue,289.76,-28.0,1
2488,TiO2,I,Sphere,,Commercial,Negative,A549,30000.0,H,Human,Lung,Epithelial,Adult,L,48,100.0,MTT,TetrazoliumSalt,15.84,-43.29,0
1752,C70,C,Sphere,Dextran,Commercial,Negative,L929,300000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,L,24,10.0,Live/Dead,CalceinAM,15.0,-20.7,1
1579,SiO2,I,Sphere,,Commercial,Negative,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,72,10.0,MTT,TetrazoliumSalt,14.23,-25.0,1
448,MWCNT,C,Nanotube,COOH,Chemical Vapor Deposition,Negative,A549,12000.0,H,Human,Lung,Epithelial,Adult,L,24,50.0,MTS,TetrazoliumSalt,25.0,-10.3,1
1609,Dendrimer,O,Sphere,,Commercial,Positive,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,24,10.0,MTT,TetrazoliumSalt,5.4,50.03,0
2367,ZnO,I,Sphere,,Commercial,Positive,THP-1,1000000.0,H,Human,Blood,Monocyte,Adult,L,24,80.0,MTT,TetrazoliumSalt,94.5,17.5,0
1278,PLGA,O,Sphere,Poloxamer,Emulsion-Solvent Evaporation ,Negative,Calu-3,25000.0,H,Human,Lung,Epithelial,Adult,L,24,200.0,MTT,TetrazoliumSalt,105.0,-24.0,1
502,Polystyrene,O,Sphere,NH2,Commercial,Positive,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,48,5.0,CCK-8,TetrazoliumSalt,50.0,36.6,0
1723,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,48,60.0,NRU,NeutralRed,29.57,-33.33,0
2491,Au,I,Sphere,Citrate,Commercial,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,24,10.0,MTS,TetrazoliumSalt,61.06,-32.7,0
1263,SiO2,I,Sphere,NH2,Precipitation,Positive,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,12,3.9,MTT,TetrazoliumSalt,437.0,21.7,1
188,TiO2,I,Sphere,,Commercial,Negative,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,48,10.0,MTT,TetrazoliumSalt,25.0,-7.83,1
1015,PTFE-PMMA,O,Irregular,,Free Radical Polymerization,Negative,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,10.0,AlamarBlue,AlamarBlue,715.3,-4.5,1
2451,Polystyrene,O,Sphere,COOH,Commercial,Negative,NIH3T3,5000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,50.0,CCK-8,TetrazoliumSalt,500.0,-38.5,0
1926,NiO,I,Sphere,,Commercial,Positive,HepG2,10000.0,H,Human,Liver,Epithelial,Adult,L,24,100.0,NRU,NeutralRed,21.6,25.3,0
2176,ZnO,I,Sphere,,Commercial,Negative,HEK,10000.0,H,Human,Skin,Keratinocyte,Adult,P,6,20.0,MTT,TetrazoliumSalt,245.0,-15.8,0
1481,Ag,I,Wire,,Commercial,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,20.0,MTS,TetrazoliumSalt,100.0,-1.46,1
1863,EudragitRL,O,Sphere,,Emulsion-Solvent Evaporation ,Positive,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,100.0,Live/Dead,TrypanBlue,142.0,56.0,0
1155,Chitosan,O,Sphere,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,72,250.0,MTT,TetrazoliumSalt,164.0,63.2,1
2040,SiO2,I,Sphere,Ph,Precipitation,Negative,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,500.0,MTT,TetrazoliumSalt,375.4,-26.8,1
1943,SiO2,I,Sphere,,Sol-Gel Method,Negative,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,100.0,MTT,TetrazoliumSalt,59.72,-38.1,0
2151,Ag,I,Sphere,,Chemical Reduction,Negative,THP-1,10000.0,H,Human,Blood,Monocyte,Adult,L,24,1.25,AlamarBlue,AlamarBlue,14.3,-26.5,1
41,SiO2,I,Sphere,,Commercial,Negative,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,10.0,Live/Dead,PropidiumIodide,9.0,-26.96,1
981,TiO2,I,Sphere,,Commercial,Negative,AGS,10000.0,H,Human,Stomach,Epithelial,Adult,L,6,80.0,MTS,TetrazoliumSalt,21.0,-27.8,1
2366,Ag,I,Wire,,Commercial,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,5.0,MTS,TetrazoliumSalt,30.0,-3.85,1
810,Au,I,Sphere,Citrate,Commercial,Negative,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,5.0,Live/Dead,CalceinAM,270.0,-45.96,1
1937,Polystyrene,O,Sphere,COOH,Commercial,Negative,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,25.0,MTT,TetrazoliumSalt,50.0,-46.7,1
2444,C60,C,Sphere,,Commercial,Negative,V79,10000.0,A,Hamster,Lung,Fibroblast,Adult,L,24,10.0,MTT,TetrazoliumSalt,7.0,-25.0,0
397,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,500.0,MTT,TetrazoliumSalt,100.33,-31.7,0
904,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,72,25.0,MTT,TetrazoliumSalt,29.57,-33.33,0
337,SiO2,I,Sphere,Ph,Precipitation,Negative,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,12,1000.0,MTT,TetrazoliumSalt,375.4,-26.8,0
1486,Ag,I,Sphere,Citrate-Oligonucleotide,Chemical Reduction,Negative,HDF,3000.0,H,Human,Skin,Fibroblast,Adult,L,72,12.5,MTS,TetrazoliumSalt,50.0,-30.0,0
2117,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,500.0,MTT,TetrazoliumSalt,21.06,-24.5,0
570,Ag,I,Irregular,PVP,Commercial,Negative,NR8383,12000.0,A,Rat,Lung,Macrophage,Adult,L,24,0.67,WST-1,TetrazoliumSalt,20.0,-17.1,1
742,Pt,I,Sphere,FA,Chemical Reduction,Negative,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,72,100.0,CellTiterGlo,LuciferaseEnzyme,12.5,-40.5,0
1625,PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,MDBK,10000.0,A,Cow,Kidney,Epithelial,Adult,L,24,1250.0,MTS,TetrazoliumSalt,204.0,10.0,1
245,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,75.0,MTT,TetrazoliumSalt,10.0,-31.8,1
1170,Ag,I,Sphere,Citrate,Chemical Reduction,Negative,A549,3000.0,H,Human,Lung,Epithelial,Adult,L,48,12.5,MTS,TetrazoliumSalt,50.0,-35.0,0
1303,MWCNT,C,Nanotube,PEG,Chemical Vapor Deposition,Negative,RAW264.7,100000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,24,50.0,WST-1,TetrazoliumSalt,27.3,-35.6,0
206,Pt,I,Sphere,FA,Chemical Reduction,Negative,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,72,50.0,CellTiterGlo,LuciferaseEnzyme,12.5,-40.5,0
1062,ZnO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,12,10.0,MTT,TetrazoliumSalt,45.3,32.7,0
2462,TiO2,I,Sphere,,Commercial,Negative,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,25.0,-7.83,1
1722,SiO2,I,Sphere,Chitosan,Hydrolysis,Positive,Caco-2,5000.0,H,Human,Colon,Epithelial,Adult,L,48,500.0,AlamarBlue,AlamarBlue,578.27,8.0,0
1364,MWCNT,C,Nanotube,,Commercial,Negative,NR8383,500000.0,A,Rat,Lung,Macrophage,Adult,L,4,50.0,AlamarBlue,AlamarBlue,217.2,-13.005,0
2284,ZnO,I,Rod,,Sol-Gel Method,Negative,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,48,50.0,MTT,TetrazoliumSalt,52.0,-29.0,0
2169,Ag,I,Sphere,,Chemical Reduction,Negative,THP-1,10000.0,H,Human,Blood,Monocyte,Adult,L,48,0.625,AlamarBlue,AlamarBlue,14.3,-26.5,0
1231,Polystyrene,O,Sphere,NH2,Commercial,Positive,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,10.0,MTT,TetrazoliumSalt,100.0,63.8,1
110,MWCNT,C,Nanotube,,Commercial,Neutral,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,16.0,CCK-8,TetrazoliumSalt,17.6,0.9,1
